,battery_power,blue,clock_speed,dual_sim,fc,four_g,int_memory,m_dep,mobile_wt,n_cores,pc,px_height,px_width,ram,sc_h,sc_w,talk_time,three_g,touch_screen,wifi,price_range
1095,400-800,1,2.0-2.5,1,0.0-5.0,1,0-20,0-0.2,160-200,7,10.0-15.0,0-500,1200-1600,1000-2000,17-20,0.0-5.0,15.0-20.0,1,1,1,1
1096,800-1200,0,1.5-2.0,0,5.0-10.0,1,20-40,0.6-0.8,120-160,5,15.0-20.0,1000-1500,1600-2000,3000-4000,14-17,10.0-15.0,15.0-20.0,1,0,0,3
1097,1200-1600,0,0.5-1.0,1,0.0-5.0,1,20-40,0-0.2,160-200,2,0.0-5.0,0-500,400-800,1000-2000,14-17,10.0-15.0,10.0-15.0,1,1,1,1
1098,1600-2000,1,0.5-1.0,0,0.0-5.0,0,60-80,0.8-1.0,120-160,7,5.0-10.0,0-500,1600-2000,2000-3000,5-8,0.0-5.0,5.0-10.0,0,1,1,3
1099,1600-2000,0,0.5-1.0,0,0.0-5.0,1,40-60,0-0.2,80-120,4,0.0-5.0,0-500,800-1200,0-1000,14-17,0.0-5.0,10.0-15.0,1,1,0,0
1100,400-800,0,1.0-1.5,0,0.0-5.0,0,0-20,0.2-0.4,160-200,5,10.0-15.0,0-500,400-800,1000-2000,17-20,10.0-15.0,5.0-10.0,1,1,1,0
1101,1600-2000,1,0.5-1.0,1,10.0-15.0,1,20-40,0.6-0.8,160-200,1,15.0-20.0,1000-1500,1600-2000,1000-2000,14-17,0.0-5.0,15.0-20.0,1,1,0,1
1102,400-800,1,0.5-1.0,0,0.0-5.0,0,40-60,0-0.2,160-200,3,5.0-10.0,0-500,1200-1600,0-1000,5-8,0.0-5.0,15.0-20.0,1,1,1,0
1103,1200-1600,1,1.0-1.5,1,0.0-5.0,0,0-20,0-0.2,80-120,1,10.0-15.0,500-1000,1600-2000,2000-3000,14-17,0.0-5.0,10.0-15.0,0,0,0,3
1104,800-1200,1,1.5-2.0,1,0.0-5.0,1,40-60,0.6-0.8,120-160,1,10.0-15.0,0-500,800-1200,1000-2000,5-8,0.0-5.0,5.0-10.0,1,0,1,1
1105,1200-1600,1,2.0-2.5,1,10.0-15.0,0,40-60,0.6-0.8,120-160,2,10.0-15.0,0-500,800-1200,0-1000,17-20,5.0-10.0,0.0-5.0,0,0,0,0
1106,1200-1600,0,2.5-3.0,0,0.0-5.0,0,0-20,0.2-0.4,80-120,7,0.0-5.0,1000-1500,1200-1600,0-1000,14-17,5.0-10.0,0.0-5.0,1,1,1,0
1107,1200-1600,0,2.0-2.5,1,0.0-5.0,0,40-60,0-0.2,120-160,7,0.0-5.0,1000-1500,1200-1600,2000-3000,5-8,0.0-5.0,10.0-15.0,0,0,1,2
1108,800-1200,0,2.0-2.5,0,0.0-5.0,0,40-60,0.6-0.8,160-200,1,5.0-10.0,500-1000,1200-1600,3000-4000,14-17,5.0-10.0,10.0-15.0,0,1,1,3
1109,1200-1600,0,2.0-2.5,0,0.0-5.0,0,40-60,0.6-0.8,160-200,2,10.0-15.0,0-500,800-1200,3000-4000,11-14,0.0-5.0,15.0-20.0,0,0,0,3
1110,400-800,1,0.5-1.0,1,0.0-5.0,0,20-40,0.6-0.8,80-120,8,5.0-10.0,0-500,1200-1600,2000-3000,11-14,0.0-5.0,15.0-20.0,1,1,0,1
1111,1600-2000,1,1.5-2.0,1,0.0-5.0,1,40-60,0.6-0.8,120-160,6,0.0-5.0,0-500,800-1200,3000-4000,5-8,0.0-5.0,5.0-10.0,1,1,0,3
1112,400-800,0,0.5-1.0,1,0.0-5.0,0,40-60,0.2-0.4,160-200,2,0.0-5.0,1000-1500,1200-1600,3000-4000,14-17,0.0-5.0,10.0-15.0,1,1,1,3
1113,1200-1600,1,2.0-2.5,1,0.0-5.0,0,20-40,0.2-0.4,80-120,8,0.0-5.0,0-500,400-800,2000-3000,17-20,10.0-15.0,10.0-15.0,0,1,0,1
1114,400-800,1,1.0-1.5,1,0.0-5.0,0,60-80,0-0.2,80-120,2,5.0-10.0,0-500,400-800,3000-4000,14-17,5.0-10.0,5.0-10.0,0,0,0,3
1115,400-800,1,0.5-1.0,1,10.0-15.0,0,20-40,0.4-0.6,160-200,6,15.0-20.0,0-500,1600-2000,3000-4000,14-17,0.0-5.0,15.0-20.0,0,0,0,2
1116,1200-1600,1,1.5-2.0,1,0.0-5.0,1,40-60,0-0.2,120-160,2,5.0-10.0,500-1000,400-800,0-1000,8-11,0.0-5.0,10.0-15.0,1,1,1,0
1117,1600-2000,0,1.5-2.0,1,10.0-15.0,1,40-60,0.2-0.4,80-120,8,15.0-20.0,500-1000,800-1200,2000-3000,11-14,10.0-15.0,0.0-5.0,1,1,0,2
1118,400-800,1,2.0-2.5,1,0.0-5.0,1,60-80,0.8-1.0,120-160,2,0.0-5.0,500-1000,1600-2000,2000-3000,11-14,0.0-5.0,0.0-5.0,1,1,0,2
1119,1200-1600,0,2.5-3.0,0,10.0-15.0,1,40-60,0.6-0.8,120-160,4,15.0-20.0,500-1000,1200-1600,2000-3000,14-17,10.0-15.0,0.0-5.0,1,1,1,3
1120,800-1200,0,2.0-2.5,0,5.0-10.0,0,0-20,0.4-0.6,120-160,8,5.0-10.0,500-1000,1200-1600,3000-4000,14-17,10.0-15.0,15.0-20.0,0,1,0,3
1121,1200-1600,0,1.0-1.5,1,10.0-15.0,1,20-40,0-0.2,160-200,5,15.0-20.0,0-500,1200-1600,3000-4000,11-14,5.0-10.0,5.0-10.0,1,0,1,3
1122,1600-2000,0,2.0-2.5,0,0.0-5.0,1,40-60,0.2-0.4,120-160,8,0.0-5.0,0-500,1600-2000,2000-3000,14-17,5.0-10.0,10.0-15.0,1,0,0,3
1123,1600-2000,1,2.0-2.5,1,0.0-5.0,0,0-20,0.8-1.0,160-200,1,5.0-10.0,0-500,800-1200,1000-2000,8-11,0.0-5.0,0.0-5.0,1,0,1,1
1124,400-800,1,2.0-2.5,1,5.0-10.0,1,0-20,0-0.2,120-160,3,10.0-15.0,1000-1500,1200-1600,2000-3000,11-14,0.0-5.0,15.0-20.0,1,0,0,2
1125,800-1200,1,1.5-2.0,0,0.0-5.0,0,40-60,0.6-0.8,80-120,3,5.0-10.0,500-1000,1200-1600,2000-3000,8-11,0.0-5.0,5.0-10.0,1,0,1,2
1126,400-800,1,0.5-1.0,1,0.0-5.0,1,40-60,0.2-0.4,80-120,5,10.0-15.0,0-500,800-1200,2000-3000,11-14,10.0-15.0,10.0-15.0,1,0,0,1
1127,400-800,0,0.5-1.0,0,5.0-10.0,0,0-20,0-0.2,120-160,1,10.0-15.0,1000-1500,1600-2000,2000-3000,14-17,10.0-15.0,0.0-5.0,0,1,0,2
1128,1600-2000,0,0.5-1.0,1,10.0-15.0,0,0-20,0.8-1.0,160-200,8,15.0-20.0,0-500,1200-1600,0-1000,14-17,5.0-10.0,5.0-10.0,1,1,1,0
1129,1200-1600,1,1.0-1.5,1,0.0-5.0,1,40-60,0-0.2,80-120,7,5.0-10.0,0-500,400-800,2000-3000,11-14,5.0-10.0,0.0-5.0,1,1,1,2
1130,1600-2000,1,1.5-2.0,1,0.0-5.0,0,20-40,0.8-1.0,120-160,1,15.0-20.0,500-1000,1600-2000,3000-4000,11-14,0.0-5.0,15.0-20.0,0,0,1,3
1131,800-1200,1,0.5-1.0,0,0.0-5.0,1,60-80,0.6-0.8,120-160,8,5.0-10.0,1000-1500,1200-1600,2000-3000,14-17,10.0-15.0,15.0-20.0,1,0,1,2
1132,1200-1600,1,1.5-2.0,1,0.0-5.0,0,0-20,0.4-0.6,160-200,4,0.0-5.0,0-500,400-800,2000-3000,14-17,0.0-5.0,10.0-15.0,1,0,1,2
1133,1200-1600,1,1.5-2.0,1,0.0-5.0,1,40-60,0.6-0.8,120-160,5,5.0-10.0,0-500,1600-2000,1000-2000,8-11,5.0-10.0,10.0-15.0,1,1,1,1
1134,1200-1600,1,2.0-2.5,1,0.0-5.0,0,0-20,0-0.2,120-160,8,15.0-20.0,500-1000,1200-1600,0-1000,11-14,10.0-15.0,5.0-10.0,0,0,0,0
1135,1200-1600,0,1.0-1.5,0,0.0-5.0,0,0-20,0.4-0.6,160-200,1,0.0-5.0,0-500,400-800,2000-3000,5-8,0.0-5.0,0.0-5.0,1,1,0,1
1136,400-800,0,2.5-3.0,1,0.0-5.0,0,0-20,0.6-0.8,120-160,2,0.0-5.0,500-1000,1600-2000,2000-3000,8-11,0.0-5.0,10.0-15.0,1,0,1,1
1137,800-1200,0,0.5-1.0,1,0.0-5.0,0,40-60,0-0.2,80-120,2,0.0-5.0,1000-1500,1200-1600,1000-2000,8-11,0.0-5.0,5.0-10.0,0,0,1,0
1138,1200-1600,1,1.5-2.0,0,0.0-5.0,0,0-20,0-0.2,160-200,6,5.0-10.0,0-500,1600-2000,2000-3000,5-8,0.0-5.0,10.0-15.0,0,1,0,2
1139,800-1200,0,2.0-2.5,0,5.0-10.0,0,40-60,0.4-0.6,80-120,6,10.0-15.0,0-500,1200-1600,1000-2000,11-14,10.0-15.0,0.0-5.0,1,1,0,0
1140,800-1200,0,0.5-1.0,1,0.0-5.0,0,40-60,0.4-0.6,120-160,5,5.0-10.0,500-1000,400-800,3000-4000,14-17,10.0-15.0,0.0-5.0,0,1,0,2
1141,1600-2000,0,1.0-1.5,0,0.0-5.0,0,20-40,0.8-1.0,80-120,4,0.0-5.0,500-1000,1200-1600,2000-3000,8-11,0.0-5.0,10.0-15.0,1,1,0,2
1142,800-1200,1,2.5-3.0,0,5.0-10.0,0,40-60,0.2-0.4,160-200,3,15.0-20.0,500-1000,800-1200,2000-3000,17-20,10.0-15.0,10.0-15.0,1,1,0,2
1143,800-1200,1,1.0-1.5,1,5.0-10.0,1,20-40,0.6-0.8,80-120,3,10.0-15.0,500-1000,800-1200,2000-3000,11-14,0.0-5.0,15.0-20.0,1,0,0,2
1144,1200-1600,0,2.0-2.5,0,0.0-5.0,1,40-60,0.8-1.0,120-160,7,0.0-5.0,0-500,400-800,2000-3000,5-8,0.0-5.0,5.0-10.0,1,0,0,1
1145,1600-2000,0,2.5-3.0,1,0.0-5.0,1,0-20,0.4-0.6,160-200,4,0.0-5.0,1000-1500,1200-1600,2000-3000,8-11,0.0-5.0,0.0-5.0,1,1,0,2
1146,1600-2000,0,0.5-1.0,1,0.0-5.0,1,0-20,0.8-1.0,120-160,4,5.0-10.0,0-500,400-800,2000-3000,11-14,0.0-5.0,15.0-20.0,1,0,1,2
1147,1600-2000,1,1.5-2.0,1,0.0-5.0,1,0-20,0.8-1.0,160-200,6,10.0-15.0,0-500,1600-2000,0-1000,5-8,5.0-10.0,10.0-15.0,1,0,1,0
1148,400-800,1,1.0-1.5,0,0.0-5.0,1,20-40,0.8-1.0,120-160,7,0.0-5.0,500-1000,1200-1600,1000-2000,17-20,10.0-15.0,5.0-10.0,1,0,1,1
1149,1200-1600,0,1.0-1.5,1,0.0-5.0,1,40-60,0-0.2,80-120,6,0.0-5.0,0-500,1600-2000,1000-2000,5-8,0.0-5.0,5.0-10.0,1,1,1,1
1150,800-1200,0,1.0-1.5,1,5.0-10.0,1,40-60,0.6-0.8,120-160,1,10.0-15.0,0-500,400-800,3000-4000,11-14,10.0-15.0,5.0-10.0,1,0,0,2
1151,400-800,1,2.0-2.5,0,10.0-15.0,1,20-40,0-0.2,80-120,3,10.0-15.0,500-1000,400-800,2000-3000,11-14,10.0-15.0,0.0-5.0,1,0,1,1
1152,800-1200,1,0.5-1.0,1,0.0-5.0,0,0-20,0.4-0.6,80-120,8,10.0-15.0,500-1000,800-1200,1000-2000,5-8,0.0-5.0,10.0-15.0,0,0,0,1
1153,1200-1600,0,1.0-1.5,1,0.0-5.0,1,20-40,0.2-0.4,80-120,5,5.0-10.0,500-1000,1200-1600,3000-4000,5-8,0.0-5.0,5.0-10.0,1,1,1,3
1154,800-1200,0,1.5-2.0,1,0.0-5.0,0,0-20,0.6-0.8,160-200,7,0.0-5.0,0-500,400-800,1000-2000,8-11,0.0-5.0,5.0-10.0,1,1,0,0
1155,1200-1600,1,2.0-2.5,1,0.0-5.0,1,40-60,0.4-0.6,80-120,4,0.0-5.0,0-500,800-1200,2000-3000,11-14,0.0-5.0,10.0-15.0,1,1,0,1
1156,1600-2000,0,0.5-1.0,0,0.0-5.0,0,60-80,0.2-0.4,160-200,5,0.0-5.0,0-500,400-800,3000-4000,14-17,10.0-15.0,15.0-20.0,0,1,1,3
1157,1200-1600,1,0.5-1.0,0,0.0-5.0,0,40-60,0.8-1.0,120-160,8,10.0-15.0,0-500,800-1200,0-1000,14-17,0.0-5.0,0.0-5.0,1,0,1,0
1158,800-1200,0,0.5-1.0,0,5.0-10.0,1,20-40,0-0.2,120-160,7,10.0-15.0,1000-1500,1200-1600,2000-3000,14-17,5.0-10.0,10.0-15.0,1,0,1,2
1159,400-800,0,2.5-3.0,1,0.0-5.0,0,20-40,0.4-0.6,160-200,3,0.0-5.0,500-1000,800-1200,0-1000,5-8,0.0-5.0,15.0-20.0,1,0,0,0
1160,800-1200,0,2.5-3.0,0,10.0-15.0,1,20-40,0-0.2,80-120,8,15.0-20.0,0-500,400-800,2000-3000,8-11,0.0-5.0,5.0-10.0,1,1,1,2
1161,1600-2000,0,1.0-1.5,0,0.0-5.0,0,20-40,0.4-0.6,120-160,7,0.0-5.0,0-500,400-800,2000-3000,5-8,5.0-10.0,0.0-5.0,1,1,1,2
1162,800-1200,0,1.0-1.5,1,5.0-10.0,0,40-60,0-0.2,120-160,3,5.0-10.0,500-1000,1600-2000,2000-3000,14-17,10.0-15.0,15.0-20.0,1,0,1,2
1163,1600-2000,1,1.5-2.0,0,10.0-15.0,0,0-20,0.6-0.8,160-200,8,10.0-15.0,1500-2000,1600-2000,1000-2000,14-17,0.0-5.0,10.0-15.0,0,0,1,2
1164,800-1200,1,1.0-1.5,1,5.0-10.0,1,20-40,0.6-0.8,160-200,3,10.0-15.0,1500-2000,1200-1600,2000-3000,11-14,5.0-10.0,15.0-20.0,1,1,1,2
1165,1200-1600,1,2.5-3.0,0,5.0-10.0,1,40-60,0.8-1.0,160-200,6,15.0-20.0,0-500,800-1200,0-1000,8-11,0.0-5.0,15.0-20.0,1,1,0,0
1166,800-1200,1,1.5-2.0,1,0.0-5.0,1,20-40,0-0.2,160-200,4,0.0-5.0,0-500,400-800,1000-2000,14-17,5.0-10.0,0.0-5.0,1,0,0,0
1167,400-800,0,0.5-1.0,0,0.0-5.0,1,0-20,0.2-0.4,120-160,2,0.0-5.0,0-500,400-800,3000-4000,11-14,0.0-5.0,0.0-5.0,1,0,1,2
1168,1200-1600,1,1.0-1.5,0,5.0-10.0,0,40-60,0-0.2,160-200,7,15.0-20.0,500-1000,800-1200,1000-2000,11-14,0.0-5.0,10.0-15.0,0,0,0,1
1169,400-800,1,0.5-1.0,0,5.0-10.0,1,40-60,0.2-0.4,80-120,5,10.0-15.0,0-500,1200-1600,2000-3000,8-11,5.0-10.0,5.0-10.0,1,1,1,2
1170,800-1200,1,1.5-2.0,0,10.0-15.0,0,0-20,0-0.2,80-120,8,10.0-15.0,500-1000,1200-1600,0-1000,11-14,0.0-5.0,15.0-20.0,1,1,1,0
1171,800-1200,0,1.5-2.0,1,0.0-5.0,0,40-60,0.2-0.4,80-120,6,10.0-15.0,500-1000,1200-1600,3000-4000,5-8,0.0-5.0,5.0-10.0,1,0,1,3
1172,400-800,1,0.5-1.0,1,0.0-5.0,1,40-60,0-0.2,80-120,3,5.0-10.0,500-1000,800-1200,2000-3000,17-20,10.0-15.0,15.0-20.0,1,1,1,1
1173,400-800,1,2.0-2.5,1,0.0-5.0,1,0-20,0.6-0.8,120-160,2,0.0-5.0,1000-1500,1600-2000,3000-4000,11-14,5.0-10.0,15.0-20.0,1,0,0,3
1174,400-800,1,2.0-2.5,1,0.0-5.0,0,0-20,0.2-0.4,80-120,2,5.0-10.0,1000-1500,1200-1600,2000-3000,17-20,0.0-5.0,5.0-10.0,1,1,1,2
1175,400-800,0,1.5-2.0,1,0.0-5.0,0,40-60,0.2-0.4,80-120,7,10.0-15.0,0-500,400-800,3000-4000,11-14,0.0-5.0,10.0-15.0,1,0,0,2
1176,1200-1600,0,1.0-1.5,1,10.0-15.0,1,0-20,0.4-0.6,160-200,4,10.0-15.0,1000-1500,800-1200,2000-3000,5-8,0.0-5.0,0.0-5.0,1,0,0,3
1177,800-1200,1,2.0-2.5,1,0.0-5.0,1,0-20,0-0.2,120-160,2,5.0-10.0,500-1000,1200-1600,2000-3000,8-11,5.0-10.0,15.0-20.0,1,0,0,2
1178,800-1200,1,0.5-1.0,1,5.0-10.0,0,20-40,0.2-0.4,80-120,3,5.0-10.0,0-500,400-800,0-1000,11-14,0.0-5.0,0.0-5.0,1,1,1,0
1179,1600-2000,0,0.5-1.0,0,0.0-5.0,1,0-20,0.4-0.6,80-120,4,0.0-5.0,500-1000,800-1200,2000-3000,8-11,0.0-5.0,0.0-5.0,1,1,0,3
1180,1200-1600,1,1.5-2.0,1,0.0-5.0,1,20-40,0-0.2,120-160,6,0.0-5.0,0-500,400-800,3000-4000,11-14,5.0-10.0,0.0-5.0,1,0,0,3
1181,1200-1600,0,1.0-1.5,1,0.0-5.0,0,0-20,0.8-1.0,160-200,1,0.0-5.0,1000-1500,1600-2000,0-1000,14-17,10.0-15.0,15.0-20.0,0,1,0,1
1182,400-800,0,1.5-2.0,0,10.0-15.0,1,0-20,0-0.2,80-120,8,10.0-15.0,500-1000,1200-1600,0-1000,14-17,10.0-15.0,0.0-5.0,1,1,1,0
1183,1600-2000,0,2.5-3.0,0,0.0-5.0,1,60-80,0.6-0.8,120-160,1,0.0-5.0,500-1000,1200-1600,0-1000,8-11,5.0-10.0,10.0-15.0,1,0,0,0
1184,1200-1600,1,2.0-2.5,0,0.0-5.0,1,20-40,0.6-0.8,80-120,7,0.0-5.0,0-500,1600-2000,3000-4000,8-11,5.0-10.0,15.0-20.0,1,1,1,3
1185,800-1200,0,0.5-1.0,0,0.0-5.0,1,0-20,0.8-1.0,120-160,6,0.0-5.0,1000-1500,1600-2000,2000-3000,8-11,0.0-5.0,15.0-20.0,1,0,1,2
1186,800-1200,1,2.5-3.0,0,10.0-15.0,0,40-60,0.2-0.4,120-160,8,10.0-15.0,0-500,400-800,3000-4000,11-14,5.0-10.0,0.0-5.0,0,1,1,2
1187,1200-1600,1,0.5-1.0,0,0.0-5.0,0,60-80,0-0.2,120-160,6,5.0-10.0,0-500,800-1200,0-1000,14-17,0.0-5.0,5.0-10.0,1,1,0,0
1188,400-800,1,2.0-2.5,1,5.0-10.0,1,20-40,0.4-0.6,160-200,7,10.0-15.0,1000-1500,1200-1600,3000-4000,17-20,0.0-5.0,10.0-15.0,1,1,1,3
1189,400-800,0,0.5-1.0,1,0.0-5.0,1,40-60,0.6-0.8,160-200,2,5.0-10.0,0-500,400-800,3000-4000,5-8,0.0-5.0,5.0-10.0,1,0,1,2
1190,800-1200,1,0.5-1.0,1,5.0-10.0,0,0-20,0.4-0.6,160-200,3,10.0-15.0,0-500,400-800,0-1000,11-14,0.0-5.0,10.0-15.0,0,1,0,0
1191,800-1200,1,2.0-2.5,1,10.0-15.0,1,0-20,0-0.2,160-200,7,15.0-20.0,1000-1500,1200-1600,3000-4000,5-8,0.0-5.0,10.0-15.0,1,1,0,3
1192,800-1200,1,0.5-1.0,0,0.0-5.0,1,20-40,0.6-0.8,120-160,1,5.0-10.0,500-1000,400-800,2000-3000,5-8,5.0-10.0,10.0-15.0,1,0,1,2
1193,800-1200,0,1.5-2.0,1,0.0-5.0,0,20-40,0.8-1.0,80-120,1,5.0-10.0,1000-1500,1200-1600,0-1000,11-14,0.0-5.0,10.0-15.0,1,1,0,0
1194,1200-1600,0,2.5-3.0,1,0.0-5.0,0,40-60,0.6-0.8,160-200,8,5.0-10.0,1000-1500,1600-2000,1000-2000,11-14,0.0-5.0,15.0-20.0,0,1,1,1
1195,800-1200,1,2.5-3.0,1,5.0-10.0,1,0-20,0.4-0.6,80-120,7,10.0-15.0,0-500,1600-2000,2000-3000,17-20,5.0-10.0,10.0-15.0,1,0,0,2
1196,1600-2000,0,1.5-2.0,1,15.0-20.0,0,20-40,0-0.2,120-160,2,15.0-20.0,0-500,800-1200,2000-3000,14-17,10.0-15.0,15.0-20.0,1,0,1,2
1197,800-1200,1,2.5-3.0,1,0.0-5.0,0,40-60,0.4-0.6,160-200,2,0.0-5.0,1000-1500,800-1200,1000-2000,5-8,0.0-5.0,0.0-5.0,1,1,1,1
1198,400-800,0,1.5-2.0,0,0.0-5.0,0,20-40,0.2-0.4,80-120,7,0.0-5.0,0-500,400-800,1000-2000,8-11,5.0-10.0,15.0-20.0,1,1,1,0
1199,800-1200,0,0.5-1.0,0,0.0-5.0,1,40-60,0-0.2,120-160,2,0.0-5.0,0-500,400-800,3000-4000,11-14,5.0-10.0,0.0-5.0,1,0,0,2
1200,400-800,0,2.0-2.5,0,0.0-5.0,0,20-40,0.2-0.4,80-120,6,15.0-20.0,0-500,800-1200,0-1000,14-17,5.0-10.0,5.0-10.0,0,1,0,0
1201,1200-1600,1,1.5-2.0,1,0.0-5.0,0,20-40,0.4-0.6,80-120,3,0.0-5.0,0-500,400-800,2000-3000,14-17,15.0-20.0,0.0-5.0,1,0,1,2
1202,800-1200,0,2.5-3.0,1,0.0-5.0,1,40-60,0.4-0.6,160-200,5,0.0-5.0,500-1000,1200-1600,1000-2000,14-17,5.0-10.0,5.0-10.0,1,0,1,1
1203,1200-1600,0,0.5-1.0,0,5.0-10.0,1,40-60,0.6-0.8,80-120,3,10.0-15.0,0-500,400-800,2000-3000,17-20,0.0-5.0,10.0-15.0,1,0,0,2
1204,1200-1600,0,2.0-2.5,1,10.0-15.0,1,40-60,0.8-1.0,80-120,4,15.0-20.0,0-500,400-800,1000-2000,5-8,0.0-5.0,5.0-10.0,1,1,1,1
1205,800-1200,0,1.5-2.0,1,0.0-5.0,1,20-40,0.2-0.4,160-200,8,10.0-15.0,0-500,800-1200,1000-2000,5-8,0.0-5.0,0.0-5.0,1,1,1,1
1206,1600-2000,1,1.5-2.0,1,0.0-5.0,0,40-60,0-0.2,160-200,5,0.0-5.0,500-1000,800-1200,3000-4000,8-11,5.0-10.0,15.0-20.0,0,0,1,3
1207,400-800,0,1.5-2.0,0,0.0-5.0,0,0-20,0.6-0.8,120-160,3,5.0-10.0,0-500,400-800,0-1000,14-17,5.0-10.0,10.0-15.0,0,0,0,0
1208,800-1200,1,0.5-1.0,0,10.0-15.0,1,40-60,0.2-0.4,120-160,3,10.0-15.0,500-1000,800-1200,2000-3000,8-11,0.0-5.0,15.0-20.0,1,0,1,1
1209,1600-2000,0,0.5-1.0,0,0.0-5.0,1,0-20,0.6-0.8,120-160,1,10.0-15.0,500-1000,1200-1600,0-1000,14-17,0.0-5.0,5.0-10.0,1,1,0,1
1210,800-1200,1,1.5-2.0,1,0.0-5.0,1,40-60,0.8-1.0,160-200,3,5.0-10.0,0-500,1200-1600,3000-4000,5-8,5.0-10.0,0.0-5.0,1,0,0,2
1211,400-800,1,1.5-2.0,0,5.0-10.0,1,0-20,0.2-0.4,160-200,8,5.0-10.0,1000-1500,1200-1600,0-1000,8-11,5.0-10.0,0.0-5.0,1,1,1,0
1212,800-1200,0,2.0-2.5,0,5.0-10.0,1,20-40,0.6-0.8,120-160,4,10.0-15.0,1000-1500,1200-1600,3000-4000,11-14,5.0-10.0,10.0-15.0,1,1,0,3
1213,800-1200,0,0.5-1.0,0,0.0-5.0,0,0-20,0.8-1.0,160-200,4,5.0-10.0,500-1000,1600-2000,1000-2000,5-8,0.0-5.0,10.0-15.0,1,1,1,1
1214,400-800,0,0.5-1.0,0,5.0-10.0,0,20-40,0.6-0.8,80-120,3,10.0-15.0,1000-1500,1600-2000,2000-3000,5-8,0.0-5.0,15.0-20.0,0,1,1,2
1215,1600-2000,0,1.5-2.0,1,0.0-5.0,1,40-60,0-0.2,160-200,7,0.0-5.0,0-500,400-800,2000-3000,8-11,0.0-5.0,15.0-20.0,1,1,1,2
1216,800-1200,0,0.5-1.0,1,0.0-5.0,1,20-40,0.6-0.8,120-160,2,15.0-20.0,0-500,1600-2000,1000-2000,14-17,5.0-10.0,10.0-15.0,1,0,1,1
1217,1200-1600,1,0.5-1.0,0,0.0-5.0,1,40-60,0.4-0.6,160-200,8,10.0-15.0,500-1000,1200-1600,3000-4000,14-17,5.0-10.0,15.0-20.0,1,0,1,3
1218,1600-2000,1,1.0-1.5,0,0.0-5.0,0,40-60,0.8-1.0,160-200,7,5.0-10.0,0-500,1600-2000,2000-3000,8-11,5.0-10.0,10.0-15.0,0,0,0,2
1219,800-1200,0,0.5-1.0,1,0.0-5.0,1,0-20,0.6-0.8,120-160,3,15.0-20.0,500-1000,400-800,0-1000,17-20,10.0-15.0,15.0-20.0,1,0,0,0
1220,400-800,1,2.0-2.5,1,0.0-5.0,0,20-40,0.2-0.4,120-160,4,0.0-5.0,0-500,800-1200,3000-4000,11-14,10.0-15.0,5.0-10.0,1,0,1,2
1221,1200-1600,1,1.5-2.0,0,0.0-5.0,0,0-20,0.2-0.4,120-160,6,0.0-5.0,500-1000,1600-2000,1000-2000,8-11,5.0-10.0,0.0-5.0,1,1,1,2
1222,1200-1600,0,0.5-1.0,0,0.0-5.0,0,20-40,0-0.2,80-120,8,0.0-5.0,0-500,400-800,2000-3000,11-14,0.0-5.0,5.0-10.0,1,1,1,2
1223,400-800,1,1.5-2.0,0,5.0-10.0,1,20-40,0-0.2,160-200,1,5.0-10.0,500-1000,1600-2000,3000-4000,11-14,5.0-10.0,0.0-5.0,1,1,1,3
1224,1200-1600,0,2.5-3.0,0,0.0-5.0,1,40-60,0.8-1.0,160-200,3,0.0-5.0,1000-1500,1200-1600,0-1000,11-14,0.0-5.0,15.0-20.0,1,1,0,0
1225,400-800,0,0.5-1.0,1,5.0-10.0,1,0-20,0.2-0.4,160-200,4,5.0-10.0,1000-1500,1600-2000,0-1000,5-8,0.0-5.0,5.0-10.0,1,0,1,0
1226,400-800,1,2.0-2.5,1,0.0-5.0,0,20-40,0.6-0.8,120-160,3,15.0-20.0,500-1000,800-1200,3000-4000,11-14,0.0-5.0,5.0-10.0,0,0,1,3
1227,1200-1600,1,2.0-2.5,0,0.0-5.0,1,40-60,0.2-0.4,80-120,1,5.0-10.0,500-1000,800-1200,2000-3000,5-8,0.0-5.0,0.0-5.0,1,0,0,2
1228,1600-2000,1,1.5-2.0,1,0.0-5.0,1,60-80,0.4-0.6,160-200,1,0.0-5.0,1000-1500,1600-2000,0-1000,8-11,0.0-5.0,15.0-20.0,1,1,0,1
1229,1200-1600,0,0.5-1.0,0,0.0-5.0,0,0-20,0-0.2,120-160,4,5.0-10.0,0-500,1200-1600,2000-3000,5-8,0.0-5.0,10.0-15.0,0,0,1,2
1230,400-800,0,2.5-3.0,1,0.0-5.0,1,0-20,0.2-0.4,160-200,2,5.0-10.0,0-500,1200-1600,0-1000,11-14,5.0-10.0,0.0-5.0,1,1,1,0
1231,400-800,1,0.5-1.0,1,0.0-5.0,0,0-20,0.4-0.6,160-200,1,0.0-5.0,0-500,800-1200,0-1000,8-11,5.0-10.0,10.0-15.0,0,1,0,0
1232,1200-1600,1,1.5-2.0,1,0.0-5.0,0,20-40,0.2-0.4,120-160,6,5.0-10.0,0-500,400-800,2000-3000,17-20,0.0-5.0,10.0-15.0,0,1,0,2
1233,800-1200,1,2.5-3.0,1,0.0-5.0,0,60-80,0.2-0.4,80-120,1,5.0-10.0,1000-1500,1600-2000,3000-4000,8-11,5.0-10.0,15.0-20.0,0,1,0,3
